Index,Concept Code,Concept Name,Preferred Concept Name
1982,37179,Union,"Union, NC"
1983,37181,Vance,"Vance, NC"
1984,37183,Wake,"Wake, NC"
1985,37185,Warren,"Warren, NC"
1986,37187,Washington,"Washington, NC"
1987,37189,Watauga,"Watauga, NC"
1988,37191,Wayne,"Wayne, NC"
1989,37193,Wilkes,"Wilkes, NC"
1990,37195,Wilson,"Wilson, NC"
1991,37197,Yadkin,"Yadkin, NC"
1992,37199,Yancey,"Yancey, NC"
1993,38001,Adams,"Adams, ND"
1994,38003,Barnes,"Barnes, ND"
1995,38005,Benson,"Benson, ND"
1996,38007,Billings,"Billings, ND"
1997,38009,Bottineau,"Bottineau, ND"
1998,38011,Bowman,"Bowman, ND"
1999,38013,Burke,"Burke, ND"
2000,38015,Burleigh,"Burleigh, ND"
2001,38017,Cass,"Cass, ND"
2002,38019,Cavalier,"Cavalier, ND"
2003,38021,Dickey,"Dickey, ND"
2004,38023,Divide,"Divide, ND"
2005,38025,Dunn,"Dunn, ND"
2006,38027,Eddy,"Eddy, ND"
2007,38029,Emmons,"Emmons, ND"
2008,38031,Foster,"Foster, ND"
2009,38033,Golden Valley,"Golden Valley, ND"
2010,38035,Grand Forks,"Grand Forks, ND"
2011,38037,Grant,"Grant, ND"
2012,38039,Griggs,"Griggs, ND"
2013,38041,Hettinger,"Hettinger, ND"
2014,38043,Kidder,"Kidder, ND"
2015,38045,LaMoure,"LaMoure, ND"
2016,38047,Logan,"Logan, ND"
2017,38049,McHenry,"McHenry, ND"
2018,38051,McIntosh,"McIntosh, ND"
2019,38053,McKenzie,"McKenzie, ND"
2020,38055,McLean,"McLean, ND"
2021,38057,Mercer,"Mercer, ND"
2022,38059,Morton,"Morton, ND"
2023,38061,Mountrail,"Mountrail, ND"
2024,38063,Nelson,"Nelson, ND"
2025,38065,Oliver,"Oliver, ND"
2026,38067,Pembina,"Pembina, ND"
2027,38069,Pierce,"Pierce, ND"
2028,38071,Ramsey,"Ramsey, ND"
2029,38073,Ransom,"Ransom, ND"
2030,38075,Renville,"Renville, ND"
2031,38077,Richland,"Richland, ND"
2032,38079,Rolette,"Rolette, ND"
2033,38081,Sargent,"Sargent, ND"
2034,38083,Sheridan,"Sheridan, ND"
2035,38085,Sioux,"Sioux, ND"
2036,38087,Slope,"Slope, ND"
2037,38089,Stark,"Stark, ND"
2038,38091,Steele,"Steele, ND"
2039,38093,Stutsman,"Stutsman, ND"
2040,38095,Towner,"Towner, ND"
2041,38097,Traill,"Traill, ND"
2042,38099,Walsh,"Walsh, ND"
2043,38101,Ward,"Ward, ND"
2044,38103,Wells,"Wells, ND"
2045,38105,Williams,"Williams, ND"
2046,39001,Adams,"Adams, OH"
2047,39003,Allen,"Allen, OH"
2048,39005,Ashland,"Ashland, OH"
2049,39007,Ashtabula,"Ashtabula, OH"
2050,39009,Athens,"Athens, OH"
2051,39011,Auglaize,"Auglaize, OH"
2052,39013,Belmont,"Belmont, OH"
2053,39015,Brown,"Brown, OH"
2054,39017,Butler,"Butler, OH"
2055,39019,Carroll,"Carroll, OH"
2056,39021,Champaign,"Champaign, OH"
2057,39023,Clark,"Clark, OH"
2058,39025,Clermont,"Clermont, OH"
2059,39027,Clinton,"Clinton, OH"
2060,39029,Columbiana,"Columbiana, OH"
2061,39031,Coshocton,"Coshocton, OH"
2062,39033,Crawford,"Crawford, OH"
2063,39035,Cuyahoga,"Cuyahoga, OH"
2064,39037,Darke,"Darke, OH"
2065,39039,Defiance,"Defiance, OH"
2066,39041,Delaware,"Delaware, OH"
2067,39043,Erie,"Erie, OH"
2068,39045,Fairfield,"Fairfield, OH"
2069,39047,Fayette,"Fayette, OH"
2070,39049,Franklin,"Franklin, OH"
2071,39051,Fulton,"Fulton, OH"
2072,39053,Gallia,"Gallia, OH"
2073,39055,Geauga,"Geauga, OH"
2074,39057,Greene,"Greene, OH"
2075,39059,Guernsey,"Guernsey, OH"
2076,39061,Hamilton,"Hamilton, OH"
2077,39063,Hancock,"Hancock, OH"
2078,39065,Hardin,"Hardin, OH"
2079,39067,Harrison,"Harrison, OH"
2080,39069,Henry,"Henry, OH"
2081,39071,Highland,"Highland, OH"
2082,39073,Hocking,"Hocking, OH"
2083,39075,Holmes,"Holmes, OH"
2084,39077,Huron,"Huron, OH"
2085,39079,Jackson,"Jackson, OH"
2086,39081,Jefferson,"Jefferson, OH"
2087,39083,Knox,"Knox, OH"
2088,39085,Lake,"Lake, OH"
2089,39087,Lawrence,"Lawrence, OH"
2090,39089,Licking,"Licking, OH"
2091,39091,Logan,"Logan, OH"
2092,39093,Lorain,"Lorain, OH"
2093,39095,Lucas,"Lucas, OH"
2094,39097,Madison,"Madison, OH"
2095,39099,Mahoning,"Mahoning, OH"
2096,39101,Marion,"Marion, OH"
2097,39103,Medina,"Medina, OH"
2098,39105,Meigs,"Meigs, OH"
2099,39107,Mercer,"Mercer, OH"
2100,39109,Miami,"Miami, OH"
2101,39111,Monroe,"Monroe, OH"
2102,39113,Montgomery,"Montgomery, OH"
2103,39115,Morgan,"Morgan, OH"
2104,39117,Morrow,"Morrow, OH"
2105,39119,Muskingum,"Muskingum, OH"
2106,39121,Noble,"Noble, OH"
2107,39123,Ottawa,"Ottawa, OH"
2108,39125,Paulding,"Paulding, OH"
2109,39127,Perry,"Perry, OH"
2110,39129,Pickaway,"Pickaway, OH"
2111,39131,Pike,"Pike, OH"
2112,39133,Portage,"Portage, OH"
2113,39135,Preble,"Preble, OH"
2114,39137,Putnam,"Putnam, OH"
2115,39139,Richland,"Richland, OH"
2116,39141,Ross,"Ross, OH"
2117,39143,Sandusky,"Sandusky, OH"
2118,39145,Scioto,"Scioto, OH"
2119,39147,Seneca,"Seneca, OH"
2120,39149,Shelby,"Shelby, OH"
2121,39151,Stark,"Stark, OH"
2122,39153,Summit,"Summit, OH"
2123,39155,Trumbull,"Trumbull, OH"
2124,39157,Tuscarawas,"Tuscarawas, OH"
2125,39159,Union,"Union, OH"
2126,39161,Van Wert,"Van Wert, OH"
2127,39163,Vinton,"Vinton, OH"
2128,39165,Warren,"Warren, OH"
2129,39167,Washington,"Washington, OH"
2130,39169,Wayne,"Wayne, OH"
2131,39171,Williams,"Williams, OH"
2132,39173,Wood,"Wood, OH"
2133,39175,Wyandot,"Wyandot, OH"
2134,40001,Adair,"Adair, OK"
2135,40003,Alfalfa,"Alfalfa, OK"
2136,40005,Atoka,"Atoka, OK"
2137,40007,Beaver,"Beaver, OK"
2138,40009,Beckham,"Beckham, OK"
2139,40011,Blaine,"Blaine, OK"
2140,40013,Bryan,"Bryan, OK"
2141,40015,Caddo,"Caddo, OK"
2142,40017,Canadian,"Canadian, OK"
2143,40019,Carter,"Carter, OK"
2144,40021,Cherokee,"Cherokee, OK"
2145,40023,Choctaw,"Choctaw, OK"
2146,40025,Cimarron,"Cimarron, OK"
2147,40027,Cleveland,"Cleveland, OK"
2148,40029,Coal,"Coal, OK"
2149,40031,Comanche,"Comanche, OK"
2150,40033,Cotton,"Cotton, OK"
2151,40035,Craig,"Craig, OK"
2152,40037,Creek,"Creek, OK"
2153,40039,Custer,"Custer, OK"
2154,40041,Delaware,"Delaware, OK"
2155,40043,Dewey,"Dewey, OK"
2156,40045,Ellis,"Ellis, OK"
2157,40047,Garfield,"Garfield, OK"
2158,40049,Garvin,"Garvin, OK"
2159,40051,Grady,"Grady, OK"
2160,40053,Grant,"Grant, OK"
2161,40055,Greer,"Greer, OK"
2162,40057,Harmon,"Harmon, OK"
2163,40059,Harper,"Harper, OK"
2164,40061,Haskell,"Haskell, OK"
2165,40063,Hughes,"Hughes, OK"
2166,40065,Jackson,"Jackson, OK"
2167,40067,Jefferson,"Jefferson, OK"
2168,40069,Johnston,"Johnston, OK"
2169,40071,Kay,"Kay, OK"
2170,40073,Kingfisher,"Kingfisher, OK"
2171,40075,Kiowa,"Kiowa, OK"
2172,40077,Latimer,"Latimer, OK"
2173,40079,Le Flore,"Le Flore, OK"
2174,40081,Lincoln,"Lincoln, OK"
2175,40083,Logan,"Logan, OK"
2176,40085,Love,"Love, OK"
2177,40087,McClain,"McClain, OK"
2178,40089,McCurtain,"McCurtain, OK"
2179,40091,McIntosh,"McIntosh, OK"
2180,40093,Major,"Major, OK"
2181,40095,Marshall,"Marshall, OK"
2182,40097,Mayes,"Mayes, OK"
2183,40099,Murray,"Murray, OK"
2184,40101,Muskogee,"Muskogee, OK"
2185,40103,Noble,"Noble, OK"
2186,40105,Nowata,"Nowata, OK"
2187,40107,Okfuskee,"Okfuskee, OK"
2188,40109,Oklahoma,"Oklahoma, OK"
2189,40111,Okmulgee,"Okmulgee, OK"
2190,40113,Osage,"Osage, OK"
2191,40115,Ottawa,"Ottawa, OK"
2192,40117,Pawnee,"Pawnee, OK"
2193,40119,Payne,"Payne, OK"
2194,40121,Pittsburg,"Pittsburg, OK"
2195,40123,Pontotoc,"Pontotoc, OK"
2196,40125,Pottawatomie,"Pottawatomie, OK"
2197,40127,Pushmataha,"Pushmataha, OK"
2198,40129,Roger Mills,"Roger Mills, OK"
2199,40131,Rogers,"Rogers, OK"
2200,40133,Seminole,"Seminole, OK"
2201,40135,Sequoyah,"Sequoyah, OK"
2202,40137,Stephens,"Stephens, OK"
2203,40139,Texas,"Texas, OK"
2204,40141,Tillman,"Tillman, OK"
2205,40143,Tulsa,"Tulsa, OK"
2206,40145,Wagoner,"Wagoner, OK"
2207,40147,Washington,"Washington, OK"
2208,40149,Washita,"Washita, OK"
2209,40151,Woods,"Woods, OK"
2210,40153,Woodward,"Woodward, OK"
2211,41001,Baker,"Baker, OR"
2212,41003,Benton,"Benton, OR"
2213,41005,Clackamas,"Clackamas, OR"
2214,41007,Clatsop,"Clatsop, OR"
2215,41009,Columbia,"Columbia, OR"
2216,41011,Coos,"Coos, OR"
2217,41013,Crook,"Crook, OR"
2218,41015,Curry,"Curry, OR"
2219,41017,Deschutes,"Deschutes, OR"
2220,41019,Douglas,"Douglas, OR"
2221,41021,Gilliam,"Gilliam, OR"
2222,41023,Grant,"Grant, OR"
2223,41025,Harney,"Harney, OR"
2224,41027,Hood River,"Hood River, OR"
2225,41029,Jackson,"Jackson, OR"
2226,41031,Jefferson,"Jefferson, OR"
2227,41033,Josephine,"Josephine, OR"
2228,41035,Klamath,"Klamath, OR"
2229,41037,Lake,"Lake, OR"
2230,41039,Lane,"Lane, OR"
2231,41041,Lincoln,"Lincoln, OR"
2232,41043,Linn,"Linn, OR"
2233,41045,Malheur,"Malheur, OR"
2234,41047,Marion,"Marion, OR"
2235,41049,Morrow,"Morrow, OR"
2236,41051,Multnomah,"Multnomah, OR"
2237,41053,Polk,"Polk, OR"
2238,41055,Sherman,"Sherman, OR"
2239,41057,Tillamook,"Tillamook, OR"
2240,41059,Umatilla,"Umatilla, OR"
2241,41061,Union,"Union, OR"
2242,41063,Wallowa,"Wallowa, OR"
2243,41065,Wasco,"Wasco, OR"
2244,41067,Washington,"Washington, OR"
2245,41069,Wheeler,"Wheeler, OR"
2246,41071,Yamhill,"Yamhill, OR"
2247,42001,Adams,"Adams, PA"
2248,42003,Allegheny,"Allegheny, PA"
2249,42005,Armstrong,"Armstrong, PA"
2250,42007,Beaver,"Beaver, PA"
2251,42009,Bedford,"Bedford, PA"
2252,42011,Berks,"Berks, PA"
2253,42013,Blair,"Blair, PA"
2254,42015,Bradford,"Bradford, PA"
2255,42017,Bucks,"Bucks, PA"
2256,42019,Butler,"Butler, PA"
2257,42021,Cambria,"Cambria, PA"
2258,42023,Cameron,"Cameron, PA"
2259,42025,Carbon,"Carbon, PA"
2260,42027,Centre,"Centre, PA"
2261,42029,Chester,"Chester, PA"
2262,42031,Clarion,"Clarion, PA"
2263,42033,Clearfield,"Clearfield, PA"
2264,42035,Clinton,"Clinton, PA"
2265,42037,Columbia,"Columbia, PA"
2266,42039,Crawford,"Crawford, PA"
2267,42041,Cumberland,"Cumberland, PA"
2268,42043,Dauphin,"Dauphin, PA"
2269,42045,Delaware,"Delaware, PA"
2270,42047,Elk,"Elk, PA"
2271,42049,Erie,"Erie, PA"
2272,42051,Fayette,"Fayette, PA"
2273,42053,Forest,"Forest, PA"
2274,42055,Franklin,"Franklin, PA"
2275,42057,Fulton,"Fulton, PA"
2276,42059,Greene,"Greene, PA"
2277,42061,Huntingdon,"Huntingdon, PA"
2278,42063,Indiana,"Indiana, PA"
2279,42065,Jefferson,"Jefferson, PA"
2280,42067,Juniata,"Juniata, PA"
2281,42069,Lackawanna,"Lackawanna, PA"
2282,42071,Lancaster,"Lancaster, PA"
2283,42073,Lawrence,"Lawrence, PA"
2284,42075,Lebanon,"Lebanon, PA"
2285,42077,Lehigh,"Lehigh, PA"
2286,42079,Luzerne,"Luzerne, PA"
2287,42081,Lycoming,"Lycoming, PA"
2288,42083,McKean,"McKean, PA"
2289,42085,Mercer,"Mercer, PA"
2290,42087,Mifflin,"Mifflin, PA"
2291,42089,Monroe,"Monroe, PA"
2292,42091,Montgomery,"Montgomery, PA"
2293,42093,Montour,"Montour, PA"
2294,42095,Northampton,"Northampton, PA"
2295,42097,Northumberland,"Northumberland, PA"
2296,42099,Perry,"Perry, PA"
2297,42101,Philadelphia,"Philadelphia, PA"
2298,42103,Pike,"Pike, PA"
2299,42105,Potter,"Potter, PA"
2300,42107,Schuylkill,"Schuylkill, PA"
2301,42109,Snyder,"Snyder, PA"
2302,42111,Somerset,"Somerset, PA"
2303,42113,Sullivan,"Sullivan, PA"
2304,42115,Susquehanna,"Susquehanna, PA"
2305,42117,Tioga,"Tioga, PA"
2306,42119,Union,"Union, PA"
2307,42121,Venango,"Venango, PA"
2308,42123,Warren,"Warren, PA"
2309,42125,Washington,"Washington, PA"
2310,42127,Wayne,"Wayne, PA"
2311,42129,Westmoreland,"Westmoreland, PA"
2312,42131,Wyoming,"Wyoming, PA"
2313,42133,York,"York, PA"
2314,44001,Bristol,"Bristol, RI"
2315,44003,Kent,"Kent, RI"
2316,44005,Newport,"Newport, RI"
2317,44007,Providence,"Providence, RI"
2318,44009,Washington,"Washington, RI"
2319,45001,Abbeville,"Abbeville, SC"
2320,45003,Aiken,"Aiken, SC"
2321,45005,Allendale,"Allendale, SC"
2322,45007,Anderson,"Anderson, SC"
2323,45009,Bamberg,"Bamberg, SC"
2324,45011,Barnwell,"Barnwell, SC"
2325,45013,Beaufort,"Beaufort, SC"
2326,45015,Berkeley,"Berkeley, SC"
2327,45017,Calhoun,"Calhoun, SC"
2328,45019,Charleston,"Charleston, SC"
2329,45021,Cherokee,"Cherokee, SC"
2330,45023,Chester,"Chester, SC"
2331,45025,Chesterfield,"Chesterfield, SC"
2332,45027,Clarendon,"Clarendon, SC"
2333,45029,Colleton,"Colleton, SC"
2334,45031,Darlington,"Darlington, SC"
2335,45033,Dillon,"Dillon, SC"
2336,45035,Dorchester,"Dorchester, SC"
2337,45037,Edgefield,"Edgefield, SC"
2338,45039,Fairfield,"Fairfield, SC"
2339,45041,Florence,"Florence, SC"
2340,45043,Georgetown,"Georgetown, SC"
2341,45045,Greenville,"Greenville, SC"
2342,45047,Greenwood,"Greenwood, SC"
2343,45049,Hampton,"Hampton, SC"
2344,45051,Horry,"Horry, SC"
2345,45053,Jasper,"Jasper, SC"
2346,45055,Kershaw,"Kershaw, SC"
2347,45057,Lancaster,"Lancaster, SC"
2348,45059,Laurens,"Laurens, SC"
2349,45061,Lee,"Lee, SC"
2350,45063,Lexington,"Lexington, SC"
2351,45065,McCormick,"McCormick, SC"
2352,45067,Marion,"Marion, SC"
2353,45069,Marlboro,"Marlboro, SC"
2354,45071,Newberry,"Newberry, SC"
2355,45073,Oconee,"Oconee, SC"
2356,45075,Orangeburg,"Orangeburg, SC"
2357,45077,Pickens,"Pickens, SC"
2358,45079,Richland,"Richland, SC"
2359,45081,Saluda,"Saluda, SC"
2360,45083,Spartanburg,"Spartanburg, SC"
2361,45085,Sumter,"Sumter, SC"
2362,45087,Union,"Union, SC"
2363,45089,Williamsburg,"Williamsburg, SC"
2364,45091,York,"York, SC"
2365,46003,Aurora,"Aurora, SD"
2366,46005,Beadle,"Beadle, SD"
2367,46007,Bennett,"Bennett, SD"
2368,46009,Bon Homme,"Bon Homme, SD"
2369,46011,Brookings,"Brookings, SD"
2370,46013,Brown,"Brown, SD"
2371,46015,Brule,"Brule, SD"
2372,46017,Buffalo,"Buffalo, SD"
2373,46019,Butte,"Butte, SD"
2374,46021,Campbell,"Campbell, SD"
2375,46023,Charles Mix,"Charles Mix, SD"
2376,46025,Clark,"Clark, SD"
2377,46027,Clay,"Clay, SD"
2378,46029,Codington,"Codington, SD"
2379,46031,Corson,"Corson, SD"
2380,46033,Custer,"Custer, SD"
2381,46035,Davison,"Davison, SD"
2382,46037,Day,"Day, SD"
2383,46039,Deuel,"Deuel, SD"
2384,46041,Dewey,"Dewey, SD"
2385,46043,Douglas,"Douglas, SD"
2386,46045,Edmunds,"Edmunds, SD"
2387,46047,Fall River,"Fall River, SD"
2388,46049,Faulk,"Faulk, SD"
2389,46051,Grant,"Grant, SD"
2390,46053,Gregory,"Gregory, SD"
2391,46055,Haakon,"Haakon, SD"
2392,46057,Hamlin,"Hamlin, SD"
2393,46059,Hand,"Hand, SD"
2394,46061,Hanson,"Hanson, SD"
2395,46063,Harding,"Harding, SD"
2396,46065,Hughes,"Hughes, SD"
2397,46067,Hutchinson,"Hutchinson, SD"
2398,46069,Hyde,"Hyde, SD"
2399,46071,Jackson,"Jackson, SD"
2400,46073,Jerauld,"Jerauld, SD"
2401,46075,Jones,"Jones, SD"
2402,46077,Kingsbury,"Kingsbury, SD"
2403,46079,Lake,"Lake, SD"
2404,46081,Lawrence,"Lawrence, SD"
2405,46083,Lincoln,"Lincoln, SD"
2406,46085,Lyman,"Lyman, SD"
2407,46087,McCook,"McCook, SD"
2408,46089,McPherson,"McPherson, SD"
2409,46091,Marshall,"Marshall, SD"
2410,46093,Meade,"Meade, SD"
2411,46095,Mellette,"Mellette, SD"
2412,46097,Miner,"Miner, SD"
2413,46099,Minnehaha,"Minnehaha, SD"
2414,46101,Moody,"Moody, SD"
2415,46102,Oglala Lakota,"Oglala Lakota, SD"
2416,46103,Pennington,"Pennington, SD"
2417,46105,Perkins,"Perkins, SD"
2418,46107,Potter,"Potter, SD"
2419,46109,Roberts,"Roberts, SD"
2420,46111,Sanborn,"Sanborn, SD"
2421,46113,Shannon,"Shannon, SD"
2422,46115,Spink,"Spink, SD"
2423,46117,Stanley,"Stanley, SD"
2424,46119,Sully,"Sully, SD"
2425,46121,Todd,"Todd, SD"
2426,46123,Tripp,"Tripp, SD"
2427,46125,Turner,"Turner, SD"
2428,46127,Union,"Union, SD"
2429,46129,Walworth,"Walworth, SD"
2430,46135,Yankton,"Yankton, SD"
2431,46137,Ziebach,"Ziebach, SD"
2432,47001,Anderson,"Anderson, TN"
2433,47003,Bedford,"Bedford, TN"
2434,47005,Benton,"Benton, TN"
2435,47007,Bledsoe,"Bledsoe, TN"
2436,47009,Blount,"Blount, TN"
2437,47011,Bradley,"Bradley, TN"
2438,47013,Campbell,"Campbell, TN"
2439,47015,Cannon,"Cannon, TN"
2440,47017,Carroll,"Carroll, TN"
2441,47019,Carter,"Carter, TN"
2442,47021,Cheatham,"Cheatham, TN"
2443,47023,Chester,"Chester, TN"
2444,47025,Claiborne,"Claiborne, TN"
2445,47027,Clay,"Clay, TN"
2446,47029,Cocke,"Cocke, TN"
2447,47031,Coffee,"Coffee, TN"
2448,47033,Crockett,"Crockett, TN"
2449,47035,Cumberland,"Cumberland, TN"
2450,47037,Davidson,"Davidson, TN"
2451,47039,Decatur,"Decatur, TN"
2452,47041,DeKalb,"DeKalb, TN"
2453,47043,Dickson,"Dickson, TN"
2454,47045,Dyer,"Dyer, TN"
2455,47047,Fayette,"Fayette, TN"
2456,47049,Fentress,"Fentress, TN"
2457,47051,Franklin,"Franklin, TN"
2458,47053,Gibson,"Gibson, TN"
2459,47055,Giles,"Giles, TN"
2460,47057,Grainger,"Grainger, TN"
2461,47059,Greene,"Greene, TN"
2462,47061,Grundy,"Grundy, TN"
2463,47063,Hamblen,"Hamblen, TN"
2464,47065,Hamilton,"Hamilton, TN"
2465,47067,Hancock,"Hancock, TN"
2466,47069,Hardeman,"Hardeman, TN"
2467,47071,Hardin,"Hardin, TN"
2468,47073,Hawkins,"Hawkins, TN"
2469,47075,Haywood,"Haywood, TN"
2470,47077,Henderson,"Henderson, TN"
2471,47079,Henry,"Henry, TN"
2472,47081,Hickman,"Hickman, TN"
2473,47083,Houston,"Houston, TN"
2474,47085,Humphreys,"Humphreys, TN"
2475,47087,Jackson,"Jackson, TN"
2476,47089,Jefferson,"Jefferson, TN"
2477,47091,Johnson,"Johnson, TN"
2478,47093,Knox,"Knox, TN"
2479,47095,Lake,"Lake, TN"
2480,47097,Lauderdale,"Lauderdale, TN"
2481,47099,Lawrence,"Lawrence, TN"
2482,47101,Lewis,"Lewis, TN"
2483,47103,Lincoln,"Lincoln, TN"
2484,47105,Loudon,"Loudon, TN"
2485,47107,McMinn,"McMinn, TN"
2486,47109,McNairy,"McNairy, TN"
2487,47111,Macon,"Macon, TN"
2488,47113,Madison,"Madison, TN"
2489,47115,Marion,"Marion, TN"
2490,47117,Marshall,"Marshall, TN"
2491,47119,Maury,"Maury, TN"
2492,47121,Meigs,"Meigs, TN"
2493,47123,Monroe,"Monroe, TN"
2494,47125,Montgomery,"Montgomery, TN"
2495,47127,Moore,"Moore, TN"
2496,47129,Morgan,"Morgan, TN"
2497,47131,Obion,"Obion, TN"
2498,47133,Overton,"Overton, TN"
2499,47135,Perry,"Perry, TN"
2500,47137,Pickett,"Pickett, TN"
2501,47139,Polk,"Polk, TN"
2502,47141,Putnam,"Putnam, TN"
2503,47143,Rhea,"Rhea, TN"
2504,47145,Roane,"Roane, TN"
2505,47147,Robertson,"Robertson, TN"
2506,47149,Rutherford,"Rutherford, TN"
2507,47151,Scott,"Scott, TN"
2508,47153,Sequatchie,"Sequatchie, TN"
2509,47155,Sevier,"Sevier, TN"
2510,47157,Shelby,"Shelby, TN"
2511,47159,Smith,"Smith, TN"
2512,47161,Stewart,"Stewart, TN"
2513,47163,Sullivan,"Sullivan, TN"
2514,47165,Sumner,"Sumner, TN"
2515,47167,Tipton,"Tipton, TN"
2516,47169,Trousdale,"Trousdale, TN"
2517,47171,Unicoi,"Unicoi, TN"
2518,47173,Union,"Union, TN"
2519,47175,Van Buren,"Van Buren, TN"
2520,47177,Warren,"Warren, TN"
2521,47179,Washington,"Washington, TN"
2522,47181,Wayne,"Wayne, TN"
2523,47183,Weakley,"Weakley, TN"
2524,47185,White,"White, TN"
2525,47187,Williamson,"Williamson, TN"
2526,47189,Wilson,"Wilson, TN"
2527,48001,Anderson,"Anderson, TX"
2528,48003,Andrews,"Andrews, TX"
2529,48005,Angelina,"Angelina, TX"
2530,48007,Aransas,"Aransas, TX"
2531,48009,Archer,"Archer, TX"
2532,48011,Armstrong,"Armstrong, TX"
2533,48013,Atascosa,"Atascosa, TX"
2534,48015,Austin,"Austin, TX"
2535,48017,Bailey,"Bailey, TX"
2536,48019,Bandera,"Bandera, TX"
2537,48021,Bastrop,"Bastrop, TX"
2538,48023,Baylor,"Baylor, TX"
2539,48025,Bee,"Bee, TX"
2540,48027,Bell,"Bell, TX"
2541,48029,Bexar,"Bexar, TX"
2542,48031,Blanco,"Blanco, TX"
2543,48033,Borden,"Borden, TX"
2544,48035,Bosque,"Bosque, TX"
2545,48037,Bowie,"Bowie, TX"
2546,48039,Brazoria,"Brazoria, TX"
2547,48041,Brazos,"Brazos, TX"
2548,48043,Brewster,"Brewster, TX"
2549,48045,Briscoe,"Briscoe, TX"
2550,48047,Brooks,"Brooks, TX"
2551,48049,Brown,"Brown, TX"
2552,48051,Burleson,"Burleson, TX"
2553,48053,Burnet,"Burnet, TX"
2554,48055,Caldwell,"Caldwell, TX"
2555,48057,Calhoun,"Calhoun, TX"
2556,48059,Callahan,"Callahan, TX"
2557,48061,Cameron,"Cameron, TX"
2558,48063,Camp,"Camp, TX"
2559,48065,Carson,"Carson, TX"
2560,48067,Cass,"Cass, TX"
2561,48069,Castro,"Castro, TX"
2562,48071,Chambers,"Chambers, TX"
2563,48073,Cherokee,"Cherokee, TX"
2564,48075,Childress,"Childress, TX"
2565,48077,Clay,"Clay, TX"
2566,48079,Cochran,"Cochran, TX"
2567,48081,Coke,"Coke, TX"
2568,48083,Coleman,"Coleman, TX"
2569,48085,Collin,"Collin, TX"
2570,48087,Collingsworth,"Collingsworth, TX"
2571,48089,Colorado,"Colorado, TX"
2572,48091,Comal,"Comal, TX"
2573,48093,Comanche,"Comanche, TX"
2574,48095,Concho,"Concho, TX"
2575,48097,Cooke,"Cooke, TX"
2576,48099,Coryell,"Coryell, TX"
2577,48101,Cottle,"Cottle, TX"
2578,48103,Crane,"Crane, TX"
2579,48105,Crockett,"Crockett, TX"
2580,48107,Crosby,"Crosby, TX"
2581,48109,Culberson,"Culberson, TX"
2582,48111,Dallam,"Dallam, TX"
2583,48113,Dallas,"Dallas, TX"
2584,48115,Dawson,"Dawson, TX"
2585,48117,Deaf Smith,"Deaf Smith, TX"
2586,48119,Delta,"Delta, TX"
2587,48121,Denton,"Denton, TX"
2588,48123,DeWitt,"DeWitt, TX"
2589,48125,Dickens,"Dickens, TX"
2590,48127,Dimmit,"Dimmit, TX"
2591,48129,Donley,"Donley, TX"
2592,48131,Duval,"Duval, TX"
2593,48133,Eastland,"Eastland, TX"
2594,48135,Ector,"Ector, TX"
2595,48137,Edwards,"Edwards, TX"
2596,48139,Ellis,"Ellis, TX"
2597,48141,El Paso,"El Paso, TX"
2598,48143,Erath,"Erath, TX"
2599,48145,Falls,"Falls, TX"
2600,48147,Fannin,"Fannin, TX"
2601,48149,Fayette,"Fayette, TX"
2602,48151,Fisher,"Fisher, TX"
2603,48153,Floyd,"Floyd, TX"
2604,48155,Foard,"Foard, TX"
2605,48157,Fort Bend,"Fort Bend, TX"
2606,48159,Franklin,"Franklin, TX"
2607,48161,Freestone,"Freestone, TX"
2608,48163,Frio,"Frio, TX"
2609,48165,Gaines,"Gaines, TX"
2610,48167,Galveston,"Galveston, TX"
2611,48169,Garza,"Garza, TX"
2612,48171,Gillespie,"Gillespie, TX"
2613,48173,Glasscock,"Glasscock, TX"
2614,48175,Goliad,"Goliad, TX"
2615,48177,Gonzales,"Gonzales, TX"
2616,48179,Gray,"Gray, TX"
2617,48181,Grayson,"Grayson, TX"
2618,48183,Gregg,"Gregg, TX"
2619,48185,Grimes,"Grimes, TX"
2620,48187,Guadalupe,"Guadalupe, TX"
2621,48189,Hale,"Hale, TX"
2622,48191,Hall,"Hall, TX"
2623,48193,Hamilton,"Hamilton, TX"
2624,48195,Hansford,"Hansford, TX"
2625,48197,Hardeman,"Hardeman, TX"
2626,48199,Hardin,"Hardin, TX"
2627,48201,Harris,"Harris, TX"
2628,48203,Harrison,"Harrison, TX"
2629,48205,Hartley,"Hartley, TX"
2630,48207,Haskell,"Haskell, TX"
2631,48209,Hays,"Hays, TX"
2632,48211,Hemphill,"Hemphill, TX"
2633,48213,Henderson,"Henderson, TX"
2634,48215,Hidalgo,"Hidalgo, TX"
2635,48217,Hill,"Hill, TX"
2636,48219,Hockley,"Hockley, TX"
2637,48221,Hood,"Hood, TX"
2638,48223,Hopkins,"Hopkins, TX"
2639,48225,Houston,"Houston, TX"
2640,48227,Howard,"Howard, TX"
2641,48229,Hudspeth,"Hudspeth, TX"
2642,48231,Hunt,"Hunt, TX"
2643,48233,Hutchinson,"Hutchinson, TX"
2644,48235,Irion,"Irion, TX"
2645,48237,Jack,"Jack, TX"
2646,48239,Jackson,"Jackson, TX"
2647,48241,Jasper,"Jasper, TX"
